Release Date	Movie	Production Budget	Domestic Gross	Worldwide Gross
8/16/13	Kick-Ass 2	$28,000,000 	$28,795,985 	$60,124,611 
10/12/07	We Own the Night	$28,000,000 	$28,563,179 	$54,700,285 
5/12/06	Just My Luck	$28,000,000 	$17,326,650 	$38,159,905 
10/13/00	Lost Souls	$28,000,000 	$16,779,636 	$31,320,293 
4/18/03	Winged Migration	$28,000,000 	$11,689,053 	$33,189,053 
10/1/99	Mystery, Alaska	$28,000,000 	$8,891,623 	$8,891,623 
8/24/01	John Carpenter's Ghosts of Mars	$28,000,000 	$8,434,601 	$8,434,601 
7/11/97	A Simple Wish	$28,000,000 	$8,165,213 	$8,165,213 
12/25/97	Kundun	$28,000,000 	$5,686,694 	$5,686,694 
10/3/08	How to Lose Friends & Alienate People	$28,000,000 	$2,775,593 	$12,031,443 
12/31/07	Alatriste	$28,000,000 	$0 	$22,860,477 
6/1/07	Knocked Up	$27,500,000 	$148,761,765 	$219,154,490 
6/10/83	Octopussy	$27,500,000 	$67,900,000 	$187,500,000 
6/26/09	My Sister's Keeper	$27,500,000 	$49,200,230 	$96,673,002 
2/8/08	Welcome Home Roscoe Jenkins	$27,500,000 	$42,436,517 	$43,607,627 
1/13/12	Joyful Noise	$27,500,000 	$30,932,113 	$31,157,914 
12/25/06	Notes on a Scandal	$27,500,000 	$17,510,118 	$49,752,391 
10/19/07	Rendition	$27,500,000 	$9,736,045 	$27,036,045 
10/28/11	Anonymous	$27,500,000 	$4,463,292 	$15,815,509 
3/18/11	Limitless	$27,000,000 	$79,249,455 	$169,739,455 
12/6/91	Star Trek VI: The Undiscovered Country	$27,000,000 	$74,888,996 	$96,900,000 
6/7/02	The Divine Secrets of the Ya-Ya Sisterhood	$27,000,000 	$69,586,544 	$73,826,768 
10/3/97	Kiss the Girls	$27,000,000 	$60,527,873 	$60,527,873 
6/20/80	The Blues Brothers	$27,000,000 	$57,229,890 	$57,229,890 
12/25/94	The Jungle Book	$27,000,000 	$44,342,956 	$44,342,956 
